LATITUDE,LONGITUDE,MIN_MAXELECTRIC_POWER_W,MAX_MAXELECTRIC_POWER_W,CHARGING_CAPACITY,CHARGE_PERCENTAGE,motorway,trunk,primary,secondary,POPULATION,POP_DENSITY,AGE_20,AGE_40,AGE_60,AGE_80,AGE_100,COST_OF_LIVING,NET_INCOME,CARS_PER_100,EV_RATE,AVG_TRAFFIC_DUR,_EVENING,_MIDDAY,_MORNING,_NIGHT,_WEEKEND,_WORKDAY,FOOD_&_BEVERAGE,RETAIL_&_CONVENIENCE,COMPETITORS,ENTERTAINMENT,HEALTH_&_SERVICES
52.011913,4.315493,50000,300000,37440,0.0864,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,440.875,0,0,0,1,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.0687,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,470.625,0,0,0,1,1,0,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.6719,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,569.75,1,0,0,0,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.8444,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,529.5,0,0,1,0,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.1024,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,449.375,0,0,0,1,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.173,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,459.375,0,0,0,1,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.7755,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,479.625,0,1,0,0,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,38160,0.7104,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,480.375,1,0,0,0,1,0,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,38160,0.3245,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,473.375,0,0,0,1,1,0,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.1795,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,437.5,0,0,0,1,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.1781,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,477.625,0,0,1,0,1,0,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.9851,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,490.625,0,1,0,0,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.9958,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,478.125,0,1,0,0,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.6316,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,477.0,1,0,0,0,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.5892,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,528.0,0,1,0,0,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.7179,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,507.0,0,1,0,0,1,0,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.8266,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,482.75,0,1,0,0,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.7843,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,489.75,0,1,0,0,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.6857,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,483.25,1,0,0,0,0,1,9.0,2.0,32.0,43.0,186.0
